"Story","Title","Result","Date","Stability","Duration (s)"
"As a admin I want to manage city","As admin i want to see all list city with invalid endpoint","SUCCESS","2022-07-13T22:40:37.062+07:00[Asia/Bangkok]","0.0","2.47"
"As a admin I want to manage city","As admin i want to create new city with invalid endpoint","SUCCESS","2022-07-13T22:40:40.789+07:00[Asia/Bangkok]","0.0","0.92"
